Rozdělení míst pro prodej zboží       a poskyto-vání služeb§ 1,Městská částhlavního města Prahy,Adresa místa§ 1 odst. 1,Počet prodej-ních míst a velikost prostoru (záboru) v m2(min. 2 m2)§ 3odst. 1,Prodejní doba§ 4,Doba provozu§ 4,Druh prodávaného zboží nebo poskytované služby§ 2
TRŽNÍ MÍSTA,Praha - Kolovraty,"V Tehovičkách,  parc. č. 875, k. ú. Kolovraty",315 m2,,celoročně,"květiny, ovoce, zelenina, upomínkové předměty, tisk, knihy, textil, drogerie, sklo, porcelán, balené potraviny"
TRŽNÍ MÍSTA,Praha - Kolovraty,"U Jezu, parc.č. 363, 385/1, 386, 387, k.ú. Kolovraty",1040 m2,,příležitostně,"ovoce, zelenina, upomínkové předměty, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Královice,"K Uhříněvsi, 30 mod č.p.  56",430 m2,,příležitostně,"textilní galanterie, kožená galanterie, textil, drogistické zboží, obuv, čištění peří"
TRŽNÍ MÍSTA,Praha -Královice,Pod hradem u č.  46,430 m2,,příležitostně,"textilní galanterie, kožená galanterie, drogistické zboží, obuv, čištění peří"
TRŽNÍ MÍSTA,Praha -Kunratice,"K Libuši, část parc. č. 5 a 2, k.ú. Kunratice",3150 m2,,příležitostně,"sezónní prodej ovoce a zeleniny,    čištění peří"
TRŽNÍ MÍSTA,Praha -Kunratice,"K Libuši, parc. č. 6             a parc.č. 9, k.ú. Kunratice, uzavřený areál hospodářských budov",12200 m2,,celoročně,"květiny, ovoce, zelenina, tisk, upomínkové předměty, drobné dárkové předměty, hračky, parfumerie, pečivo, cukrářské výrobky, zmrzlina, velikonoční a vánoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Kunratice,"K Libuši, parc. č. 2382, k.ú. Kunratice",14 m2,po-ne6.00-19.00,celoročně,sezónní prodej ovoce a zeleniny
TRŽNÍ MÍSTA,Praha -Kunratice,"K Libuši, parc.č. 366/33, 366/34, k.ú. Kunratice",110 m2,po-ne6.00-19.00,příležitostně1.4.-31.10.,zmrzlina
TRŽNÍ MÍSTA,Praha -Kunratice,"Kunratická spojka, parc.č. 1421/18, k.ú. Šeberov, pravá strana pozemní komunikace směr z Jižního Města na Libuš",12 m2,6.00-19.00,příležitostně1.5.-31.7.,sezónní prodej ovoce a zeleniny
TRŽNÍ MÍSTA,Praha -Kunratice,"K Zeleným domkům,u parc. č. 719,k. ú. Kunratice",112 m2,po-pá6.00-18.00so6.00-11.00,celoročně,"tisk, tabák"
TRŽNÍ MÍSTA,Praha -Kunratice,"K Zeleným domkům, parc. č. 2410/2, k.ú. Kunratice",3180 m2,po-pá6.00-18.00so6.00-11.00,příležitostně,sezónní prodej ovoce a zeleniny
TRŽNÍ MÍSTA,Praha -Kunratice,"Vídeňská, parc. č. 2414, k. ú. Kunratice",140 m2,,příležitostně,sezónní prodej ovoce a zeleniny
TRŽNÍ MÍSTA,Praha - Libuš,"Libušská  u č. 115/400, parc.č. 911/1, k.ú. Písnice",20    2 867 m2,po-ne9.00-20.00,příležitostně,"ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže, balené potraviny, pečivo, cukrovinky, potraviny živočišného původu, med, medovina, dárkové předměty, řemeslné výrobky, textilní zboží, drogerie, papírnictví, hračky, velikonoční, vánoční a dušičkové zboží, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Libuš,"Libušská  u č. 64/317, parc.č. 290/1, k.ú. Písnice (mimo travnaté plochy)",10     460 m2,po-ne9.00-20.00,příležitostně,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha -Nebušice,"parkoviště vedle prodejny Albert,  parc. č. 616/2,k. ú. Nebušice,u ulice Nebušická",480 m2,po-ne7.00-18.00,celoročně,"textil, obuv, drogistické zboží, drobné zboží, ovoce, zelenina, balené potraviny, potřeby pro zvířata, hračky, velikonoční zboží, dušičkové zboží, vánoční zboží, uzenářské výrobky, sýry, koření, pečivo, cukrovinky, balené nápoje"
TRŽNÍ MÍSTA,Praha -Nebušice,"roh ulic Nebušická a K Noskovně,parc. č. 616/4,k. ú. Nebušice, vedle samoobsluhy č.p. 491",16 m2,po-pá6.00-18.00so7.00-11.00,celoročně,"tisk, tabák, drogerie, květiny a sortiment, který se ke květinám váže"
TRŽNÍ MÍSTA,Praha -Nedvězí,"Černokostelecká, odstavný pás, č. parc. 281/3, k.ú. Nedvězí u Říčan",130 m2,po-ne6.00-19.00,celoročně,"ovoce, zelenina"
TRŽNÍ MÍSTA,Praha -Řeporyje,Jeremiášova u č. 7a/1239,520 m2,po-ne7.00-21.00,celoročně,"upomínkové předměty, výrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Řeporyje,Jeremiášova u č. 7/1249,520 m2,po-pá7.00-21.00,celoročně,"upomínkové předměty, výrobky tradičních řemesel, keramika,  cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Řeporyje,Nad Náměstím č.p. 10-105,430 m 2,,příležitostně,"upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Řeporyje,"Na tržišti,veřejné prostranství",10300 m2,,příležitostně,"upomínkové předměty, výrobky tradičních řemesel, keramika,  cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Řeporyje,Řeporyjské náměstí  č.p. 16-126,645 m2,,příležitostně,"upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Řeporyje,"Smíchovská,  prostranství mezi  č. 1/20 a 3/96,parc. č. 1589, k.ú. Řeporyje",430 m2,po-ne6.00-18.00,celoročně,"květiny, ovoce, zelenina, sazenice"
TRŽNÍ MÍSTA,Praha -Řeporyje,park u náměstí parc. č. 866podél č. p. 6 až 47,645 m2,,příležitostně,"upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Řeporyje,plocha před. parc. č. 865,860 m2,,příležitostně,"upomínkové předmětyvýrobky tradičních řemesel, keramika, cukrovinky, nápoje, vánoční a velikonoční zboží, občerstvení (stravovací služby"
TRŽNÍ MÍSTA,Praha - Slivenec,"veřejné parkoviště,parc. č. 6, k.ú.   Slivenec,  centrum obce,u ulice Ke Smíchovu,u kostela",20100 m2,po-ne 8.00-22.00,příležitostně,"masopustní, velikonoční a vánoční zboží,  výrobky lidové tvorby, upomínkové předměty, výrobky tradičních řemesel, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Suchdol,"Brandejsovo nám. – Kamýcká, pozemekparc. č. 1627/6,k. ú. Suchdol",570 m2,7.00-20.00,celoročně,"květiny, ovoce, zelenina, vánoční zboží, velikonoční  a dušičkové zboží, pečivo, suché plody, řemeslné výrobky, občerstvení (stravovací služby), mléko, mléčné výrobky"
TRŽNÍ MÍSTA,Praha - Suchdol,"Suchdolská, u sloupu VO 610327 a domu č.p. 91, parc.č. 2318/1, k.ú. Suchdol (pojízdná prodejna)",120 m2,po-ne7.00-20.00,celoročně,"maso, uzeniny, pečivo, mléko, mléčné výrobky, cukrářské výrobky, ovoce, zelenina, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha - Šeberov,"Šeberov, parc. č. 32/5,    k. ú. Šeberov, levá strana pozemní komunikace směr Šeberov",13 m2,8.00-19.00,příležitostně1.4. - 31.7.,sezónní ovoce
TRŽNÍ MÍSTA,Praha - Šeberov,"Šeberov, parc. č. 1421/17, k. ú. Šeberov, levá strana pozemní komunikace směr Libuš, v blízkosti  rybníku Šeberák",12 m2,8.00-19.00,příležitostně1.4. - 31.7.,sezónní ovoce
TRŽNÍ MÍSTA,Praha - Štěrboholy,Ústřední u č.p. 36,110 m2,po-ne6.00-20.00,příležitostně1.5. - 31.10.,"ovoce, zelenina"
TRŽNÍ MÍSTA,Praha - Troja,"Povltavská, parc.č. 1680/2, k.ú. Troja",1         6 m2,9.00-20.00,příležitostně1.4. - 31.10.,točená zmrzlina
TRŽNÍ MÍSTA,Praha - Troja,"U přívozu v  Podhoří, pozemek parc. č. 1457,k. ú. Troja",1       20 m2,po-ne8.00-19.00,celoročně,"ovoce, zelenina, farmářské výrobky"
TRŽNÍ MÍSTA,Praha - Troja,Povltavská   u č. 42/21,1 20 m2,,celoročně,"ovoce, zelenina, výpěstky"
TRŽNÍ MÍSTA,Praha - Troja,"Trojská od křižovatky Pod Havránkou, k budově Trojského zámku,          podél zámecké zdi",330 m2,,celoročně,"cukrovinky, ovoce, zelenina, upomínkové předměty, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Velká Chuchle,"Strakonická roh Dostihová, parc. č. 1206/1,k. ú. Velká Chuchle",14 m2,,příležitostně1.5. - 30. 9.,"sezónní ovoce, jahody"
TRŽNÍ MÍSTA,Praha -Vinoř,"Bohdanečská u č.p. 94, parc.č. 404/1, k.ú. Vinoř",28 m2,,celoročně,"ovoce, zelenina, balené potraviny, balená  zmrzlina"
TRŽNÍ MÍSTA,Praha -Vinoř,"Mladoboleslavská u č.p. 514, na pergole zdravotního střediska",430 m2,,celoročně,"textil, obuv, kožená galanterie"
TRŽNÍ MÍSTA,Praha -Vinoř,"Mladoboleslavská u  č.p. 551, prostor před prodejnou NORMA, parc.  č. 1162/10, k.ú. Vinoř",830 m2,,celoročně,"ovoce, zelenina, textil, obuv, záclony, spotřební zboží, sýry,  hračky, drogerie, kožená galanterie, velikonoční, dušičkové a vánoční zboží"
TRŽNÍ MÍSTA,Praha -Vinoř,"Mladoboleslavská u  č.p. 551, na parkovišti u prodejny NORMA, parc. č. 1161/1, k.ú. Vinoř",28 m2,,celoročně,"ovoce, zelenina, spotřební zboží, velikonoční, dušičkové               a vánoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha -Vinoř,"Vinořské nám. před školou u č.p. 22, parc. č. 10, k.ú. Vinoř",830 m2,,celoročně,"upomínkové předměty,velikonoční, dušičkové a vánoční zboží, občerstvení (stravovací služby)"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Elišky Přemyslovny, před SM Albert, parc. č. 2909/15,k. ú. Zbraslav",118 m 2,,celoročně,zelenina
TRŽNÍ MÍSTA,Praha - Zbraslav,"Elišky Přemyslovny,u parkoviště k SM Albert, vpravo proti vchodu do SM Albert, parc. č. 2909/15, k. ú. Zbraslav",118 m2,,celoročně,zelenina
TRŽNÍ MÍSTA,Praha - Zbraslav,"Nad Kamínkou,parc. č. 1314/78,k. ú. Zbraslav",120 m2,,celoročně,"sezónní ovoce a zelenina, pečivo, balené potraviny"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Paškova, parc. č. 1292/2, k. ú. Zbraslav",125 m2,po-so8.00-18.00,celoročně,zelenina
TRŽNÍ MÍSTA,Praha - Zbraslav,"Paškova, parc. č. 1292/2 k. ú. Zbraslav",123 m2,po-so8.00-17.00,celoročně,"tisk, tabák"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Paškova, parc. č. 1292/2, k. ú. Zbraslav",122 m2,po-so8.00-18.00,celoročně,"pečivo, balené potraviny"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Závist u č.p. 1167, parc.č. 3144, 3184/2, k.ú. Zbraslav",235 m2,po-ne,celoročně,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., točená a balená zmrzlina, cukrovinky, ovoce, zelenina, drobné opravy jízdních kol a doplňkový prodej ke kolům a kolečkovým bruslím"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Závist, parc.č. 3152/2, 3152/3, k.ú. Zbraslav",116 m 2,po-ne9.00-21.00,příležitostně1.3.-30.11.,"občerstvení (stravovací služby), balená zmrzlina, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Zbraslav,"Zbraslavské nám.,parc. č. 39, k. ú. Zbraslav",236 m2,,příležitostně,"upomínkové předměty, cukrovinky, balené rybí výrobky, textil, obuv, drogerie, kožená galanterie, ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže,  výtvarnické výrobky, velikonoční zboží, dušičkové zboží, vánoční zboží, košíkářské a proutěné zboží, ekologické zemědělské výpěstky, sadba, bylinky, řemeslné výrobky, včelí produkty, potraviny živočišného původu, pečivo"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Zbraslavské nám.,parc. č. 34, k. ú. Zbraslav",15600 m2,,příležitostně,"upomínkové předměty, cukrovinky, balené rybí výrobky, textil, obuv, drogerie, kožená galanterie, ovoce, zelenina, květiny a doplňkový sortiment, který se ke květinám váže,  výtvarnické výrobky, velikonoční zboží, dušičkové zboží, vánoční zboží, košíkářské a proutěné zboží, ekologické zemědělské výpěstky, sadba, bylinky, řemeslné výrobky, včelí produkty, potraviny živočišného původu, pečivo"
TRŽNÍ MÍSTA,Praha - Zbraslav,"Zbraslav, parc.č. 217/6 a 217/9, k.ú. Lahovice",18 m2,8.00-22.00,příležitostně1.3.-30.11,občerstvení (stravovací služby)
TRŽNÍ MÍSTA,Praha - Zličín,"OC Metropole, před každým vchodem a na části parkoviště, parc.č. 317/103, 317/158, 317/156 a  317/1, k.ú. Třebonice",10200 m2,9.00-21.00,celoročně,"ovoce, zelenina, lesní plody, upomínkové předměty, dárkové předměty, dekorace, nábytek, velikonoční zboží, dušičkové zboží, vánoční zboží,  cukrovinky, balené potraviny, včelí produkty, potraviny živočišného původu, pekárenské zboží, čaje, koření, květiny a doplňkový sortiment, který se ke květinám váže, košíkářské a proutěné zboží, řemeslné výrobky, reklamní prodejní akce,  občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., zmrzlina"
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín před hasičskou zbrojnicí spolu s přilehlou zelení, parc. č. 444/2, 785, 752/3, 751 a 449/1,k. ú. Zličín",30240 m2,,příležitostně,"keramika, květiny, včelí produkty, upomínkové předměty, cukrovinky"
TRŽNÍ MÍSTA,Praha - Zličín,"Sobín, hřiště a zeleň, parc. č. 121, 118,  247, 236 a 152, k. ú. Sobín",30240 m2,,příležitostně,"keramika, květiny, včelí produkty, upomínkové předměty, cukrovinky"
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, stanice metra B, vestibul",12 m2,,celoročně,"cukrovinky, dárkové předměty"
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, před tržnicí u st. metra B Zličín, parc. č. 472/173,k. ú. Třebonice",18 m2,po-so6.00-23.00,celoročně,"balené potraviny, občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, před tržnicí u st. metra B Zličín, parc. č. 546/6,k. ú. Třebonice",120 m2,po-pá7.00-21.00so-ne11.00-21.00,celoročně,"občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.,  balené potraviny, cukrovinky, balená zmrzlina, potraviny živočišného původu, pečivo, sýry"
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, naproti vchodu       do metra, parc. č. 320/15, k. ú. Třebonice",17 m2,po-pá6.00-20.00so-ne7.00-15.00,celoročně,"pekárenské zboží,  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Zličín,"před vchodem do hypermarketu GLOBUS, parc. č. 323/2,k. ú. Třebonice",10800 m2,,celoročně14 dní před Velikonoce-mi10 dní před dušičkami  1.12.- 24.12.,"dárkové předměty, balená zmrzlina, ovoce, zelenina,  reklamní prodejní akce, zboží sortimentu zahrada, hobby a campingvelikonoční zboží dušičkové zbožívánoční zboží"
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, u stanice metra B Zličín, vedle větrací šachty směrem k OC Metropole, parc. č. 319/1,k. ú. Třebonice",16 m2,po-pá7.00-19.00so-ne10.00-19.00,celoročně,"květiny a sortiment, který se ke květinám váže, dárkové předměty"
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, u stanice metra B Zličín, vedle podchodu     do OC Metropole, parc. č. 319/1, k. ú. Třebonice",18 m2,po-ne8.00-20.00,celoročně,"bezlepkové uzeniny, sýry, ovoce, zelenina, včelí produkty, čaje, koření, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, při ulici Na Radosti, parc. č. 869/5, k. ú. Zličín",16 m2,,příležitostně1.3.- 31.10.,"ovoce, zelenina, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb."
TRŽNÍ MÍSTA,Praha - Zličín,"Zličín, parkoviště               u křižovatky ul. Hrozenkovská/Na Radosti, parc.č. 286/4, k.ú. Zličín",110 m2,,příležitostně,"ovoce, zelenina, dušičkové, vánoční a velikonoční zboží, potraviny živočišného původu, občerstvení (stravovací služby)"
